NO;시군구;번지;본번;부번;단지명;전용면적(㎡);계약년월;계약일;거래금액(만원);동;층;매수자;매도자;건축년도;도로명;해제사유발생일;거래유형;중개사소재지;등기일자;주택유형
658;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;39,650;-;4;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
659;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;39,200;-;4;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
660;서울특별시 종로구 숭인동;1392;1392;0000;익성씨티하임;15.7600;202508;04;11,000;-;13;개인;개인;2013;난계로29가길 17;-;중개거래;서울 종로구;-;아파트
661;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;43,650;-;2;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
662;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;43,450;-;2;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
663;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;40,100;-;7;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
664;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;44,550;-;6;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
665;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;45,000;-;6;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
666;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);26.1034;202508;04;45,000;-;6;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
667;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;42,950;-;2;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
668;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;38,550;-;3;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
669;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;39,000;-;3;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
670;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;39,200;-;3;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
671;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;39,450;-;3;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
672;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);26.1034;202508;04;44,400;-;3;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
673;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);26.1034;202508;04;44,950;-;3;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
674;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;43,650;-;3;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
675;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;43,200;-;3;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
676;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);26.1034;202508;04;45,000;-;6;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
677;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;40,750;-;6;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
678;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;40,300;-;6;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
679;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;39,850;-;6;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
680;서울특별시 강서구 등촌동;711;0711;0000;월드메르디앙;59.7900;202508;04;71,500;-;12;개인;개인;2002;양천로 420;-;중개거래;서울 강서구;-;아파트
681;서울특별시 강서구 화곡동;400-42;0400;0042;뉴파인;78.9100;202508;04;55,000;-;9;개인;개인;2007;가로공원로 233;-;중개거래;서울 강서구;-;아파트
682;서울특별시 마포구 마포동;253;0253;0000;마포쌍용황금아파트;59.9000;202508;04;113,000;-;6;개인;개인;2000;마포대로4라길 30;-;중개거래;서울 마포구;-;아파트
683;서울특별시 서대문구 북가좌동;458;0458;0000;DMC아이파크;84.9500;202508;04;103,000;-;15;개인;개인;2009;거북골로14길 32;-;중개거래;서울 서대문구;-;아파트
684;서울특별시 마포구 신수동;456;0456;0000;마포경남아너스빌;84.9500;202508;04;139,000;-;7;개인;개인;2007;신수로 81;-;중개거래;서울 마포구;-;아파트
685;서울특별시 양천구 신정동;326;0326;0000;목동신시가지12;71.6400;202508;04;105,000;1217;15;개인;개인;1988;목동동로 50;-;직거래;-;25.08.06;아파트
686;서울특별시 양천구 신월동;134-17;0134;0017;태형;59.7600;202508;04;39,700;-;8;개인;개인;1998;곰달래로5길 37;-;중개거래;서울 양천구;-;아파트
687;서울특별시 양천구 목동;404-13;0404;0013;목동센트럴푸르지오;84.9914;202508;04;200,000;-;22;개인;개인;2015;오목로 354;-;중개거래;서울 양천구;-;아파트
688;서울특별시 양천구 목동;709-2;0709;0002;성원2;59.9000;202508;04;65,000;-;7;개인;개인;2000;목동중앙남로 100;-;중개거래;서울 양천구;-;아파트
689;서울특별시 서대문구 홍제동;157-3;0157;0003;홍제원그린뷰아파트;164.7100;202508;04;80,000;-;6;개인;개인;2003;모래내로 460;-;중개거래;서울 서대문구;-;아파트
690;서울특별시 양천구 목동;709-2;0709;0002;성원2;59.9000;202508;04;65,000;-;7;개인;개인;2000;목동중앙남로 100;20250805;중개거래;서울 양천구;-;아파트
691;서울특별시 은평구 응암동;111-48;0111;0048;프라임팰리스;71.1600;202508;04;46,000;-;12;개인;개인;2003;은평로 96;-;중개거래;서울 은평구;-;아파트
692;서울특별시 은평구 응암동;577-7;0577;0007;아르지움주상복합;50.4200;202508;04;54,900;-;4;개인;개인;2024;응암로 217;-;직거래;-;-;아파트
693;서울특별시 은평구 응암동;764;0764;0000;백련산힐스테이트4차;59.9800;202508;04;83,700;-;10;개인;개인;2018;백련산로 37;-;중개거래;서울 마포구, 서울 은평구;-;아파트
694;서울특별시 강서구 등촌동;726;0726;0000;가양역두산위브;59.9800;202508;04;92,500;-;5;개인;개인;2022;공항대로45길 15;-;중개거래;서울 강서구;-;아파트
695;서울특별시 은평구 신사동;359;0359;0000;현대1;84.1700;202508;04;60,000;-;12;개인;개인;1997;은평터널로 164;-;중개거래;서울 은평구;-;아파트
696;서울특별시 마포구 신정동;30;0030;0000;서강GS;59.9800;202508;04;118,000;101;5;개인;개인;1999;창전로 26;-;중개거래;서울 마포구;25.08.06;아파트
697;서울특별시 강동구 길동;384-1;0384;0001;한빛골드빌1차;72.4100;202508;04;68,000;-;3;개인;개인;2001;성안로 176;-;중개거래;서울 강동구;-;아파트
698;서울특별시 강동구 천호동;19-1;0019;0001;우성;64.5300;202508;04;90,000;1;12;개인;개인;1985;구천면로 366;-;중개거래;서울 강동구;25.08.06;아파트
699;서울특별시 서초구 서초동;1311-10;1311;0010;서초푸르지오써밋;59.9200;202508;04;306,000;-;35;개인;개인;2017;서운로 201;-;중개거래;서울 서초구;-;아파트
700;서울특별시 서초구 서초동;1677-11;1677;0011;삼환바우스;84.9800;202508;04;150,000;-;10;개인;개인;2006;서초대로 340;-;중개거래;서울 서초구;-;아파트
701;서울특별시 관악구 신림동;1655-17;1655;0017;G밸리마인드;14.9600;202508;04;19,500;-;13;개인;개인;2021;시흥대로 558-1;-;직거래;-;25.08.12;아파트
702;서울특별시 관악구 봉천동;1712;1712;0000;관악드림(삼성);60.0000;202508;04;88,800;-;17;개인;개인;2003;성현로 80;-;중개거래;서울 관악구;-;아파트
703;서울특별시 송파구 잠실동;22;0022;0000;리센츠;84.9900;202508;04;330,000;-;16;개인;개인;2008;올림픽로 135;-;중개거래;서울 송파구;-;아파트
704;서울특별시 관악구 봉천동;1703;1703;0000;봉천동아;84.8700;202508;04;92,000;-;12;개인;개인;2000;관악로 285;-;중개거래;서울 관악구;-;아파트
705;서울특별시 강남구 역삼동;761-10;0761;0010;대림역삼;84.9600;202508;04;190,000;-;1;개인;개인;1997;언주로 316;-;중개거래;경기 용인시 기흥구;-;아파트
706;서울특별시 금천구 독산동;955;0955;0000;신도브래뉴;55.5500;202508;04;57,000;-;3;개인;개인;2002;시흥대로152길 25;-;중개거래;서울 금천구;-;아파트
707;서울특별시 금천구 독산동;955;0955;0000;신도브래뉴;55.5500;202508;04;57,000;-;3;개인;개인;2002;시흥대로152길 25;20250804;중개거래;서울 금천구;-;아파트
708;서울특별시 동작구 사당동;1154;1154;0000;사당휴먼시아;59.9600;202508;04;86,000;-;2;개인;개인;2009;사당로16길 96;-;중개거래;서울 동작구;-;아파트
709;서울특별시 동작구 상도동;450;0450;0000;상도동래미안1차;59.8280;202508;04;110,000;-;17;개인;개인;2004;등용로 37;20250811;중개거래;서울 동작구, 서울 영등포구;-;아파트
710;서울특별시 금천구 시흥동;1026;1026;0000;남서울힐스테이트;59.8170;202508;04;78,700;-;15;개인;개인;2014;시흥대로 165;-;중개거래;서울 금천구;-;아파트
711;서울특별시 금천구 독산동;1007-13;1007;0013;e편한세상독산더타워;59.8245;202508;04;77,000;-;36;개인;개인;2019;범안로 1212;-;중개거래;서울 금천구;-;아파트
712;서울특별시 구로구 구로동;1277;1277;0000;우리유앤미;84.7100;202508;04;64,000;-;6;개인;개인;2004;구로동로43길 10;-;중개거래;서울 구로구;-;아파트
713;서울특별시 동작구 상도동;521;0521;0000;포스코더샵;59.9600;202508;04;138,500;-;12;개인;개인;2007;장승배기로4길 9;-;중개거래;서울 동작구;-;아파트
714;서울특별시 동작구 상도동;431;0431;0000;래미안상도3차;84.9600;202508;04;140,000;-;8;개인;개인;2004;상도로53길 8;-;중개거래;서울 동작구;-;아파트
715;서울특별시 동작구 상도동;363-164;0363;0164;상도휴엔하임;14.7000;202508;04;14,700;상도휴엔하임;8;개인;개인;2016;상도로15길 131;-;직거래;-;25.08.05;아파트
716;서울특별시 동작구 상도동;521;0521;0000;포스코더샵;101.9930;202508;04;164,000;-;6;개인;개인;2007;장승배기로4길 9;-;중개거래;서울 동작구;-;아파트
717;서울특별시 영등포구 신길동;4518;4518;0000;우성2;53.2400;202508;04;97,000;-;3;개인;개인;1986;대방천로 180;-;중개거래;서울 영등포구;-;아파트
718;서울특별시 강서구 가양동;1490;1490;0000;가양도시개발9-2단지;39.6000;202508;04;56,000;-;15;개인;개인;1993;허준로 234;-;중개거래;서울 강서구;-;아파트
719;서울특별시 영등포구 영등포동7가;208;0208;0000;포레나영등포센트럴;59.8976;202508;03;124,000;-;15;개인;개인;2020;국회대로50길 20;-;중개거래;서울 영등포구;-;아파트
720;서울특별시 구로구 항동;241;0241;0000;한양수자인에듀힐즈;84.8784;202508;03;86,000;-;14;개인;개인;2019;항동로 42;-;중개거래;서울 구로구;-;아파트
721;서울특별시 강서구 가양동;1490;1490;0000;가양도시개발9-2단지;49.5000;202508;03;75,000;-;10;개인;개인;1993;허준로 234;-;중개거래;서울 강서구;-;아파트
722;서울특별시 마포구 도화동;357;0357;0000;도화동현대;79.8300;202508;03;134,000;-;2;개인;개인;1996;새창로 52;-;중개거래;서울 마포구;-;아파트
723;서울특별시 은평구 응암동;767;0767;0000;백련산에스케이뷰아이파크;84.9039;202508;03;98,000;-;3;개인;개인;2020;응암로30길 16;-;중개거래;서울 은평구;-;아파트
724;서울특별시 강북구 번동;411;0411;0000;수유역두산위브2;84.9909;202508;03;75,200;-;17;개인;개인;2009;덕릉로41길 15;-;중개거래;서울 강북구;-;아파트
725;서울특별시 노원구 공릉동;745;0745;0000;동신아파트;84.9700;202508;03;78,100;-;13;개인;개인;1999;공릉로 213;20250807;중개거래;서울 노원구;-;아파트
726;서울특별시 성북구 정릉동;1015;1015;0000;길음뉴타운경남아너스빌;84.8800;202508;03;72,000;-;3;개인;개인;1999;정릉로 305;-;중개거래;서울 성북구;-;아파트
727;서울특별시 노원구 공릉동;745;0745;0000;동신아파트;84.9700;202508;03;78,100;-;13;개인;개인;1999;공릉로 213;-;중개거래;서울 노원구;-;아파트
728;서울특별시 성북구 돈암동;609-1;0609;0001;한진(609-1);59.5800;202508;03;59,700;-;6;개인;개인;1998;성북로4길 52;-;중개거래;서울 성북구;-;아파트
729;서울특별시 노원구 공릉동;745;0745;0000;동신아파트;59.9900;202508;03;58,300;-;18;개인;개인;1999;공릉로 213;-;중개거래;서울 노원구;-;아파트
730;서울특별시 성동구 금호동1가;633;0633;0000;벽산;114.5700;202508;03;150,000;-;14;개인;개인;2001;금호로 100;-;중개거래;서울 성동구;-;아파트
731;서울특별시 중구 흥인동;8;0008;0000;동대문솔하임;19.6000;202508;03;18,500;-;15;개인;개인;2016;마장로 58;-;중개거래;서울 중구;25.08.05;아파트
732;서울특별시 중구 신당동;856;0856;0000;신당KCC스위첸;72.9906;202508;03;129,000;-;13;개인;개인;2019;난계로 130;-;중개거래;서울 강남구, 서울 성동구;-;아파트
733;서울특별시 동작구 신대방동;565;0565;0000;우성1차;157.0700;202508;03;159,000;-;18;개인;개인;1988;여의대방로 22;20250804;중개거래;서울 동작구;-;아파트
734;서울특별시 동작구 신대방동;565;0565;0000;우성1차;157.0700;202508;03;159,000;-;18;개인;개인;1988;여의대방로 22;20250804;중개거래;서울 동작구;-;아파트
735;서울특별시 서초구 방배동;866-20;0866;0020;방배대우디오빌;28.8400;202508;02;27,700;-;19;개인;개인;2005;서초대로 17;-;중개거래;서울 동작구, 서울 서초구;-;아파트
736;서울특별시 강남구 개포동;1164-30;1164;0030;뉴현대파크빌;69.5500;202508;02;80,000;-;4;개인;개인;2001;논현로2길 61-4;20250813;중개거래;서울 강남구;-;아파트
737;서울특별시 강남구 자곡동;602;0602;0000;강남자곡아이파크;74.9700;202508;02;175,000;-;15;개인;개인;2014;자곡로 175;-;중개거래;서울 강남구;-;아파트
738;서울특별시 강남구 자곡동;611;0611;0000;래미안강남힐즈;91.9600;202508;02;190,000;-;4;개인;개인;2014;자곡로 101;20250802;중개거래;서울 강남구;-;아파트
739;서울특별시 관악구 봉천동;1718;1718;0000;벽산블루밍;59.9900;202508;02;75,000;-;2;개인;개인;2005;은천로 93;-;중개거래;서울 관악구;-;아파트
740;서울특별시 관악구 봉천동;1706;1706;0000;봉천우성;59.7600;202508;02;71,000;-;25;개인;개인;2000;관악로30길 12;-;중개거래;서울 관악구;-;아파트
741;서울특별시 관악구 봉천동;1698-1;1698;0001;보라매삼성;84.8400;202508;02;98,500;-;8;개인;개인;1996;보라매로 62;-;중개거래;서울 관악구;-;아파트
742;서울특별시 관악구 봉천동;463-1;0463;0001;더블유에스타워;19.6300;202508;02;18,800;-;13;개인;개인;2013;은천로 110;-;중개거래;서울 관악구;-;아파트
